location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
892 Ranger Rd IL 61068,41.933181,-89.035073,1.0,range_interpolation,892.0,Ranger Dr,,,Rochelle,IL,Ogle County,61068,US,TIGER/Line® dataset from the US Census Bureau
1005 1st Ave IL 61071,41.773159,-89.68918599999999,1.0,range_interpolation,1005.0,1st Ave,,,Rock Falls,IL,Whiteside County,61071,US,TIGER/Line® dataset from the US Census Bureau
1003 1st Ave IL 61071,41.772188,-89.68876999999999,1.0,rooftop,1003.0,1st Ave,,,Rock Falls,IL,Whiteside County,61071,US,Whiteside
1005 1st Ave IL 61071,41.773159,-89.68918599999999,1.0,range_interpolation,1005.0,1st Ave,,,Rock Falls,IL,Whiteside County,61071,US,TIGER/Line® dataset from the US Census Bureau
1003 1st Ave IL 61071,41.772188,-89.68876999999999,1.0,rooftop,1003.0,1st Ave,,,Rock Falls,IL,Whiteside County,61071,US,Whiteside
2950 11th St IL 61201,41.485006,-90.58308000000001,0.6,street_center,,11th St,,,Rock Island,IL,Rock Island County,61201,US,TIGER/Line® dataset from the US Census Bureau
1813 30th St IL 61201,41.493225,-90.55727900000001,1.0,range_interpolation,1813.0,30th St,,,Rock Island,IL,Rock Island County,61201,US,TIGER/Line® dataset from the US Census Bureau
2950 11th St IL 61201,41.485006,-90.58308000000001,0.6,street_center,,11th St,,,Rock Island,IL,Rock Island County,61201,US,TIGER/Line® dataset from the US Census Bureau
1813 30th St IL 61201,41.493225,-90.55727900000001,1.0,range_interpolation,1813.0,30th St,,,Rock Island,IL,Rock Island County,61201,US,TIGER/Line® dataset from the US Census Bureau
3710 Auburn St IL 61101,42.287988,-89.11545500000001,1.0,rooftop,3710.0,Auburn St,,,Rockford,IL,Winnebago County,61101,US,Winnebago
930 W Riverside Blvd IL 61103,42.315603,-89.076546,1.0,range_interpolation,930.0,W Riverside Blvd,,,Rockford,IL,Winnebago County,61103,US,TIGER/Line® dataset from the US Census Bureau
3137 N Main St IL 61103,42.307762,-89.0765,1.0,rooftop,3137.0,N Main St,,,Rockford,IL,Winnebago County,61103,US,Winnebago
1441 Kishwaukee St IL 61104,42.252407,-89.08738000000001,1.0,rooftop,1441.0,Kishwaukee St,,,Rockford,IL,Winnebago County,61104,US,Winnebago
1032 E State St IL 61104,42.267056,-89.080506,1.0,range_interpolation,1032.0,E State St,,,Rockford,IL,Winnebago County,61104,US,TIGER/Line® dataset from the US Census Bureau
314 N Mulford Rd IL 61107,42.269928,-89.001059,1.0,rooftop,314.0,N Mulford Rd,,,Rockford,IL,Winnebago County,61107,US,Winnebago
420 S Perryville Rd IL 61108,42.266295,-88.980192,0.9,range_interpolation,420.0,S Perryville Rd,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
4623 E State St IL 61108,42.263133,-89.025513,1.0,rooftop,4623.0,E State St,,,Rockford,IL,Winnebago County,61108,US,Winnebago
2715 Charles St IL 61108,42.258661,-89.052717,1.0,rooftop,2715.0,Charles St,,,Rockford,IL,Winnebago County,61108,US,Winnebago
7219 Walton St IL 61108,42.266192,-88.973371,0.87,rooftop,7219.0,Walton Dr,,,Rockford,IL,Winnebago County,61108,US,Winnebago
4403 Harrison Ave IL 61108,42.238135,-89.03013100000001,1.0,range_interpolation,4403.0,Harrison Ave,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
2622 Charles St IL 61108,42.259592,-89.05444,1.0,range_interpolation,2622.0,Charles St,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
S Mulford Rd IL 61108,42.252241,-88.999537,1.0,street_center,,S Mulford Rd,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
4365 11th St IL 61109,42.209314,-89.07346,1.0,rooftop,4365.0,11th St,,,Rockford,IL,Winnebago County,61109,US,Winnebago
3237 11th St IL 61109,42.225609000000006,-89.072777,1.0,rooftop,3237.0,11th St,,,Rockford,IL,Winnebago County,61109,US,Winnebago
7200 Harrison Ave IL 61112,42.247219,-88.975219,1.0,rooftop,7200.0,Harrison Ave,,,Rockford,IL,Winnebago County,61112,US,Winnebago
6995 E Riverside Blvd IL 61114,42.318734,-88.980108,1.0,range_interpolation,6995.0,E Riverside Blvd,,,Rockford,IL,Winnebago County,61114,US,TIGER/Line® dataset from the US Census Bureau
3858 Northridge Dr IL 61114,42.316259,-89.033511,1.0,rooftop,3858.0,Northridge Dr,,,Rockford,IL,Winnebago County,61114,US,Winnebago
3710 Auburn St IL 61101,42.287988,-89.11545500000001,1.0,rooftop,3710.0,Auburn St,,,Rockford,IL,Winnebago County,61101,US,Winnebago
930 W Riverside Blvd IL 61103,42.315603,-89.076546,1.0,range_interpolation,930.0,W Riverside Blvd,,,Rockford,IL,Winnebago County,61103,US,TIGER/Line® dataset from the US Census Bureau
3137 N Main St IL 61103,42.307762,-89.0765,1.0,rooftop,3137.0,N Main St,,,Rockford,IL,Winnebago County,61103,US,Winnebago
1441 Kishwaukee St IL 61104,42.252407,-89.08738000000001,1.0,rooftop,1441.0,Kishwaukee St,,,Rockford,IL,Winnebago County,61104,US,Winnebago
1032 E State St IL 61104,42.267056,-89.080506,1.0,range_interpolation,1032.0,E State St,,,Rockford,IL,Winnebago County,61104,US,TIGER/Line® dataset from the US Census Bureau
314 N Mulford Rd IL 61107,42.269928,-89.001059,1.0,rooftop,314.0,N Mulford Rd,,,Rockford,IL,Winnebago County,61107,US,Winnebago
420 S Perryville Rd IL 61108,42.266295,-88.980192,0.9,range_interpolation,420.0,S Perryville Rd,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
4623 E State St IL 61108,42.263133,-89.025513,1.0,rooftop,4623.0,E State St,,,Rockford,IL,Winnebago County,61108,US,Winnebago
2715 Charles St IL 61108,42.258661,-89.052717,1.0,rooftop,2715.0,Charles St,,,Rockford,IL,Winnebago County,61108,US,Winnebago
7219 Walton St IL 61108,42.266192,-88.973371,0.87,rooftop,7219.0,Walton Dr,,,Rockford,IL,Winnebago County,61108,US,Winnebago
4403 Harrison Ave IL 61108,42.238135,-89.03013100000001,1.0,range_interpolation,4403.0,Harrison Ave,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
2622 Charles St IL 61108,42.259592,-89.05444,1.0,range_interpolation,2622.0,Charles St,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
S Mulford Rd IL 61108,42.252241,-88.999537,1.0,street_center,,S Mulford Rd,,,Rockford,IL,Winnebago County,61108,US,TIGER/Line® dataset from the US Census Bureau
4365 11th St IL 61109,42.209314,-89.07346,1.0,rooftop,4365.0,11th St,,,Rockford,IL,Winnebago County,61109,US,Winnebago
3237 11th St IL 61109,42.225609000000006,-89.072777,1.0,rooftop,3237.0,11th St,,,Rockford,IL,Winnebago County,61109,US,Winnebago
7200 Harrison Ave IL 61112,42.247219,-88.975219,1.0,rooftop,7200.0,Harrison Ave,,,Rockford,IL,Winnebago County,61112,US,Winnebago
6995 E Riverside Blvd IL 61114,42.318734,-88.980108,1.0,range_interpolation,6995.0,E Riverside Blvd,,,Rockford,IL,Winnebago County,61114,US,TIGER/Line® dataset from the US Census Bureau
3858 Northridge Dr IL 61114,42.316259,-89.033511,1.0,rooftop,3858.0,Northridge Dr,,,Rockford,IL,Winnebago County,61114,US,Winnebago
3140 Kirchoff Rd IL 60008,42.078604999999996,-88.019276,1.0,rooftop,3140.0,Kirchoff Rd,,,Rolling Meadows,IL,Cook County,60008,US,Cook
1775 Algonquin Rd IL 60008,42.05597,-88.00071,1.0,range_interpolation,1775.0,Algonquin Rd,,,Rolling Meadows,IL,Cook County,60008,US,TIGER/Line® dataset from the US Census Bureau
3140 Kirchoff Rd IL 60008,42.078604999999996,-88.019276,1.0,rooftop,3140.0,Kirchoff Rd,,,Rolling Meadows,IL,Cook County,60008,US,Cook
1775 Algonquin Rd IL 60008,42.05597,-88.00071,1.0,range_interpolation,1775.0,Algonquin Rd,,,Rolling Meadows,IL,Cook County,60008,US,TIGER/Line® dataset from the US Census Bureau
778 S Weber Rd IL 60446,41.59721,-88.123397,1.0,rooftop,778.0,S Weber Rd,,,Romeoville,IL,Will County,60446,US,Will
645 North Independence Boulevard IL 60446,41.652478,-88.08004100000001,1.0,rooftop,645.0,N Independence Blvd,,,Romeoville,IL,Will County,60446,US,Will
1300 Marquette Dr IL 60446,41.672076000000004,-88.068139,1.0,rooftop,1300.0,Marquette Dr,,,Romeoville,IL,Will County,60446,US,Will
675 N Weber Rd IL 60446,41.651063,-88.124162,1.0,rooftop,675.0,N Weber Rd,,,Romeoville,IL,Will County,60446,US,Will
778 S Weber Rd IL 60446,41.59721,-88.123397,1.0,rooftop,778.0,S Weber Rd,,,Romeoville,IL,Will County,60446,US,Will
645 North Independence Boulevard IL 60446,41.652478,-88.08004100000001,1.0,rooftop,645.0,N Independence Blvd,,,Romeoville,IL,Will County,60446,US,Will
1300 Marquette Dr IL 60446,41.672076000000004,-88.068139,1.0,rooftop,1300.0,Marquette Dr,,,Romeoville,IL,Will County,60446,US,Will
675 N Weber Rd IL 60446,41.651063,-88.124162,1.0,rooftop,675.0,N Weber Rd,,,Romeoville,IL,Will County,60446,US,Will
439 E Irving Park Rd IL 60172,41.960512,-87.932213,0.8,rooftop,439.0,E Irving Park Rd,,,Bensenville,IL,DuPage County,60106,US,Dupage
440 E Maple Ave IL 60172,41.981772,-88.070247,0.87,rooftop,440.0,E Maple,,,Roselle,IL,DuPage County,60172,US,Dupage
439 E Irving Park Rd IL 60172,41.960512,-87.932213,0.8,rooftop,439.0,E Irving Park Rd,,,Bensenville,IL,DuPage County,60106,US,Dupage
440 E Maple Ave IL 60172,41.981772,-88.070247,0.87,rooftop,440.0,E Maple,,,Roselle,IL,DuPage County,60172,US,Dupage
6200 North River Road IL 60018,41.990425,-87.860454,1.0,rooftop,6200.0,N River Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
6150 N River Rd IL 60018,41.989058,-87.860875,1.0,rooftop,6150.0,N River Rd,,,Rosemont,IL,Cook County,60018,US,Cook
6200 North River Road IL 60018,41.990425,-87.860454,1.0,rooftop,6200.0,N River Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
6150 N River Rd IL 60018,41.989058,-87.860875,1.0,rooftop,6150.0,N River Rd,,,Rosemont,IL,Cook County,60018,US,Cook
774 W Rollins Rd IL 60073,42.379264,-88.100258,1.0,range_interpolation,774.0,W Rollins Rd,,,Round Lake Beach,IL,Lake County,60073,US,TIGER/Line® dataset from the US Census Bureau
U.S. 12 IL 60073,42.315883,-88.16455400000001,1.0,street_center,,US Hwy 12,,,Round Lake,IL,Lake County,60073,US,TIGER/Line® dataset from the US Census Bureau
774 W Rollins Rd IL 60073,42.379264,-88.100258,1.0,range_interpolation,774.0,W Rollins Rd,,,Round Lake Beach,IL,Lake County,60073,US,TIGER/Line® dataset from the US Census Bureau
U.S. 12 IL 60073,42.315883,-88.16455400000001,1.0,street_center,,US Hwy 12,,,Round Lake,IL,Lake County,60073,US,TIGER/Line® dataset from the US Census Bureau
775 E Algonquin Rd IL 60173,42.072912,-88.060007,1.0,rooftop,775.0,E Algonquin Rd,,,Schaumburg,IL,Cook County,60173,US,City of Schaumburg
955 E Golf Rd IL 60173,42.049229,-88.055724,1.0,rooftop,955.0,E Golf Rd,,,Schaumburg,IL,Cook County,60173,US,City of Schaumburg
720 E Higgins Rd IL 60173,42.041631,-88.06116800000001,1.0,rooftop,720.0,E Higgins Rd,,,Schaumburg,IL,Cook County,60173,US,Cook
550 S Roselle Rd IL 60193,42.017565000000005,-88.08057,1.0,rooftop,550.0,S Roselle Rd,,,Schaumburg,IL,Cook County,60193,US,City of Schaumburg
2545 W Schaumburg Rd IL 60194,42.024398,-88.143551,1.0,rooftop,2545.0,W Schaumburg Rd,,,Schaumburg,IL,Cook County,60194,US,City of Schaumburg
522 W Golf Rd IL 60195,42.049268,-88.093588,1.0,rooftop,522.0,W Golf Rd,,,Schaumburg,IL,Cook County,60195,US,Cook
775 E Algonquin Rd IL 60173,42.072912,-88.060007,1.0,rooftop,775.0,E Algonquin Rd,,,Schaumburg,IL,Cook County,60173,US,City of Schaumburg
955 E Golf Rd IL 60173,42.049229,-88.055724,1.0,rooftop,955.0,E Golf Rd,,,Schaumburg,IL,Cook County,60173,US,City of Schaumburg
720 E Higgins Rd IL 60173,42.041631,-88.06116800000001,1.0,rooftop,720.0,E Higgins Rd,,,Schaumburg,IL,Cook County,60173,US,Cook
550 S Roselle Rd IL 60193,42.017565000000005,-88.08057,1.0,rooftop,550.0,S Roselle Rd,,,Schaumburg,IL,Cook County,60193,US,City of Schaumburg
2545 W Schaumburg Rd IL 60194,42.024398,-88.143551,1.0,rooftop,2545.0,W Schaumburg Rd,,,Schaumburg,IL,Cook County,60194,US,City of Schaumburg
522 W Golf Rd IL 60195,42.049268,-88.093588,1.0,rooftop,522.0,W Golf Rd,,,Schaumburg,IL,Cook County,60195,US,Cook
10201 Belle Plaine Ave IL 60176,41.952957,-87.880764,1.0,range_interpolation,10201.0,Belle Plaine Ave,,,Schiller Park,IL,Cook County,60176,US,TIGER/Line® dataset from the US Census Bureau
9449 Irving Park Rd IL 60176,41.954158,-87.863547,1.0,rooftop,9449.0,Irving Park Rd,,,Schiller Park,IL,Cook County,60176,US,Cook
10201 Belle Plaine Ave IL 60176,41.952957,-87.880764,1.0,range_interpolation,10201.0,Belle Plaine Ave,,,Schiller Park,IL,Cook County,60176,US,TIGER/Line® dataset from the US Census Bureau
9449 Irving Park Rd IL 60176,41.954158,-87.863547,1.0,rooftop,9449.0,Irving Park Rd,,,Schiller Park,IL,Cook County,60176,US,Cook
275 Old Orchard Shopping Ctr IL 60077,42.152308000000005,-88.11227099999999,0.7,rooftop,275.0,Old Mill Rd,,,Barrington,IL,Cook County,60010,US,Cook
4830 Dempster St IL 60077,42.041062,-87.74862900000001,1.0,rooftop,4830.0,Dempster St,,,Skokie,IL,Cook County,60077,US,Cook
5360 Touhy Ave IL 60077,42.012343,-87.76221,1.0,rooftop,5360.0,Touhy Ave,,,Skokie,IL,Cook County,60077,US,Cook
275 Old Orchard Shopping Ctr IL 60077,42.152308000000005,-88.11227099999999,0.7,rooftop,275.0,Old Mill Rd,,,Barrington,IL,Cook County,60010,US,Cook
4830 Dempster St IL 60077,42.041062,-87.74862900000001,1.0,rooftop,4830.0,Dempster St,,,Skokie,IL,Cook County,60077,US,Cook
5360 Touhy Ave IL 60077,42.012343,-87.76221,1.0,rooftop,5360.0,Touhy Ave,,,Skokie,IL,Cook County,60077,US,Cook
15766 Manchester Rd IL 61080,42.490082,-88.989346,1.0,rooftop,15766.0,Manchester Rd,,,South Beloit,IL,Winnebago County,61080,US,Winnebago
811 Prairie Hill Rd IL 61080,42.471661,-89.055901,1.0,rooftop,811.0,Prairie Hill Rd,,,South Beloit,IL,Winnebago County,61080,US,Winnebago
15766 Manchester Rd IL 61080,42.490082,-88.989346,1.0,rooftop,15766.0,Manchester Rd,,,South Beloit,IL,Winnebago County,61080,US,Winnebago
811 Prairie Hill Rd IL 61080,42.471661,-89.055901,1.0,rooftop,811.0,Prairie Hill Rd,,,South Beloit,IL,Winnebago County,61080,US,Winnebago
453 Redington Dr IL 60177,41.98128,-88.34145699999999,1.0,rooftop,453.0,Redington Dr,,,South Elgin,IL,Kane County,60177,US,Kane
100 N Mclean Blvd IL 60177,41.996682,-88.31666899999999,1.0,rooftop,100.0,N McLean Blvd,,,South Elgin,IL,Kane County,60177,US,Kane
453 Redington Dr IL 60177,41.98128,-88.34145699999999,1.0,rooftop,453.0,Redington Dr,,,South Elgin,IL,Kane County,60177,US,Kane
100 N Mclean Blvd IL 60177,41.996682,-88.31666899999999,1.0,rooftop,100.0,N McLean Blvd,,,South Elgin,IL,Kane County,60177,US,Kane
700 E Tri State Tollway IL 60473,41.578314,-87.635465,1.0,range_interpolation,700.0,E Tri State Tollway,,,South Holland,IL,Cook County,60473,US,TIGER/Line® dataset from the US Census Bureau
801 E 162nd St IL 60473,41.600468,-87.597164,1.0,rooftop,801.0,E 162nd St,,,South Holland,IL,Cook County,60473,US,Cook
700 E Tri State Tollway IL 60473,41.578314,-87.635465,1.0,range_interpolation,700.0,E Tri State Tollway,,,South Holland,IL,Cook County,60473,US,TIGER/Line® dataset from the US Census Bureau
801 E 162nd St IL 60473,41.600468,-87.597164,1.0,rooftop,801.0,E 162nd St,,,South Holland,IL,Cook County,60473,US,Cook
522 W Jefferson St IL 62702,39.802879,-89.660341,1.0,range_interpolation,522.0,W Jefferson St,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
3208 E Clear Lake Ave IL 62702,39.801763,-89.605554,1.0,range_interpolation,3208.0,E Clear Lake Ave,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
901 N Grand Ave E IL 62702,39.816463,-89.643213,1.0,range_interpolation,901.0,N Grand Ave E,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
2100 N Dirksen Pkwy IL 62702,39.830303,-89.60470500000001,1.0,range_interpolation,2100.0,N Dirksen Pkwy,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
501 S Grand Ave E IL 62703,39.787234000000005,-89.6497,1.0,range_interpolation,501.0,S Grand Ave E,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
3250 S 6th Street Rd IL 62703,39.756479,-89.644672,1.0,range_interpolation,3250.0,S 6th Street Rd,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
1100 Lejune Dr IL 62703,39.762206,-89.62754699999999,0.33,place,,,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
3151 S Dirksen Pkwy IL 62703,39.76048,-89.607647,1.0,range_interpolation,3151.0,S Dirksen Pkwy,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
Chatham Rd IL 62704,39.772316,-89.686746,1.0,street_center,,Chatham Rd,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
1825 S Macarthur Blvd IL 62704,39.781008,-89.668459,1.0,range_interpolation,1825.0,S Macarthur Blvd,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
247 White Oaks Mall IL 62704,39.772463,-89.688924,0.33,place,,,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
3420 Freedom Dr IL 62704,39.751327,-89.707756,1.0,range_interpolation,3420.0,Freedom Dr,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
861 Toronto Rd IL 62712,39.713903,-89.642584,1.0,range_interpolation,861.0,Toronto Rd,,,Springfield,IL,Sangamon County,62712,US,TIGER/Line® dataset from the US Census Bureau
4993 Mechanicsburg Rd IL 62712,39.802554,-89.55933900000001,1.0,range_interpolation,4993.0,Mechanicsburg Rd,,,Springfield,IL,Sangamon County,62712,US,TIGER/Line® dataset from the US Census Bureau
522 W Jefferson St IL 62702,39.802879,-89.660341,1.0,range_interpolation,522.0,W Jefferson St,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
3208 E Clear Lake Ave IL 62702,39.801763,-89.605554,1.0,range_interpolation,3208.0,E Clear Lake Ave,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
901 N Grand Ave E IL 62702,39.816463,-89.643213,1.0,range_interpolation,901.0,N Grand Ave E,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
2100 N Dirksen Pkwy IL 62702,39.830303,-89.60470500000001,1.0,range_interpolation,2100.0,N Dirksen Pkwy,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau
501 S Grand Ave E IL 62703,39.787234000000005,-89.6497,1.0,range_interpolation,501.0,S Grand Ave E,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
3250 S 6th Street Rd IL 62703,39.756479,-89.644672,1.0,range_interpolation,3250.0,S 6th Street Rd,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
1100 Lejune Dr IL 62703,39.762206,-89.62754699999999,0.33,place,,,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
3151 S Dirksen Pkwy IL 62703,39.76048,-89.607647,1.0,range_interpolation,3151.0,S Dirksen Pkwy,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau
Chatham Rd IL 62704,39.772316,-89.686746,1.0,street_center,,Chatham Rd,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
1825 S Macarthur Blvd IL 62704,39.781008,-89.668459,1.0,range_interpolation,1825.0,S Macarthur Blvd,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
247 White Oaks Mall IL 62704,39.772463,-89.688924,0.33,place,,,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
3420 Freedom Dr IL 62704,39.751327,-89.707756,1.0,range_interpolation,3420.0,Freedom Dr,,,Springfield,IL,Sangamon County,62704,US,TIGER/Line® dataset from the US Census Bureau
861 Toronto Rd IL 62712,39.713903,-89.642584,1.0,range_interpolation,861.0,Toronto Rd,,,Springfield,IL,Sangamon County,62712,US,TIGER/Line® dataset from the US Census Bureau
4993 Mechanicsburg Rd IL 62712,39.802554,-89.55933900000001,1.0,range_interpolation,4993.0,Mechanicsburg Rd,,,Springfield,IL,Sangamon County,62712,US,TIGER/Line® dataset from the US Census Bureau
3800 E Main St IL 60174,41.923472,-88.269233,1.0,rooftop,3800.0,E Main St,,,Saint Charles,IL,Kane County,60174,US,Kane
1915 W Main St IL 60174,41.912368,-88.337484,1.0,rooftop,1915.0,W Main St,,,Saint Charles,IL,Kane County,60174,US,Kane
3900 E Main St IL 60174,41.921484,-88.273385,1.0,range_interpolation,3900.0,E Main St,,,Saint Charles,IL,Kane County,60174,US,TIGER/Line® dataset from the US Census Bureau
3800 E Main St IL 60174,41.923472,-88.269233,1.0,rooftop,3800.0,E Main St,,,Saint Charles,IL,Kane County,60174,US,Kane
